customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00145,Female,1,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),31.62,319.1,No
CUST-00146,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),67.19,534.93,No
CUST-00147,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.33,611.19,Yes
CUST-00148,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.1,1168.87,No
CUST-00149,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.72,437.73,Yes
CUST-00150,Female,0,No,No,54,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),41.48,2238.09,No
CUST-00151,Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,109.77,334.7,Yes
CUST-00152,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),101.88,920.46,No
CUST-00153,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.07,857.82,No
CUST-00154,Male,0,No,No,34,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,29.0,981.06,No
CUST-00155,Male,1,Yes,No,36,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,33.15,1185.38,No
CUST-00156,Female,0,No,No,11,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,60.08,659.76,No
CUST-00157,Male,0,Yes,No,69,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,80.73,5567.73,No
CUST-00158,Female,0,Yes,No,17,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,76.41,1299.41,Yes
CUST-00159,Male,0,No,No,51,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.2,2352.73,No
CUST-00160,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.73,1404.2,No
CUST-00161,Male,0,No,Yes,4,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,36.26,143.81,No
CUST-00162,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.23,276.85,Yes
CUST-00163,Female,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),104.75,1039.85,No
CUST-00164,Female,1,No,Yes,17,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.37,1757.21,Yes
CUST-00165,Female,0,No,No,54,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.48,3540.46,No
CUST-00166,Male,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.5,457.71,Yes
CUST-00167,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.47,1680.9,No
CUST-00168,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,42.62,424.22,Yes
CUST-00169,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),50.21,105.29,No
CUST-00170,Female,0,No,Yes,53,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),78.41,4148.63,Yes
CUST-00171,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,105.66,5058.11,Yes
CUST-00172,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.96,359.05,No
CUST-00173,Male,0,No,No,2,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,70.9,134.79,Yes
CUST-00174,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,89.37,885.06,No
CUST-00175,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.8,1842.67,No
CUST-00176,Female,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,51.63,523.96,Yes
CUST-00177,Male,0,No,No,66,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),83.6,5514.65,Yes
